,name,position,age,from_team,to_tam,contract_length,total_salary,avg_salary,year,spotracID,spotracLink
708,Matt Capps,RP,31.4,CLE,ATL,1,,,2015,692,https://www.spotrac.com/redirect/player/692/
709,Michael Martinez,2B,32.3,PIT,CLE,1,,,2015,7473,https://www.spotrac.com/redirect/player/7473/
710,Jose Veras,RP,34.2,HOU,ATL,1,,,2015,5307,https://www.spotrac.com/redirect/player/5307/
711,Nolan Reimold,LF,31.2,ARI,BAL,1,,,2015,7242,https://www.spotrac.com/redirect/player/7242/
712,Paul Maholm,RP,32.6,LAD,CIN,1,,,2015,701,https://www.spotrac.com/redirect/player/701/
713,Alexi Casilla,2B,30.5,BAL,TB,1,,,2015,7181,https://www.spotrac.com/redirect/player/7181/
714,Omar Quintanilla,SS,33.2,NYM,COL,1,,,2015,267,https://www.spotrac.com/redirect/player/267/
715,John Baker,C,34.0,CHC,SEA,-,,,2015,5249,https://www.spotrac.com/redirect/player/5249/
716,Chris Parmelee,1B,26.9,MIN,BAL,1,,,2015,8543,https://www.spotrac.com/redirect/player/8543/
717,Ramiro Pena,2B,29.5,ATL,SD,1,,,2015,5310,https://www.spotrac.com/redirect/player/5310/
718,John Buck,C,34.5,LAA,ATL,1,,,2015,395,https://www.spotrac.com/redirect/player/395/
719,Franklin Gutierrez,CF,31.9,SEA,SEA,1,,,2015,347,https://www.spotrac.com/redirect/player/347/
720,Dane De La Rosa,RP,31.9,LAA,BAL,1,,,2015,8474,https://www.spotrac.com/redirect/player/8474/
721,Vin Mazzaro,RP,28.2,PIT,MIA,1,,,2015,7422,https://www.spotrac.com/redirect/player/7422/
722,Humberto Quintero,C,35.4,SEA,BOS,1,,,2015,383,https://www.spotrac.com/redirect/player/383/
723,Scott Carroll,RP,30.2,CHW,CHW,1,,,2015,15288,https://www.spotrac.com/redirect/player/15288/
724,David Carpenter,RP,27.3,LAA,ATL,1,,,2015,10670,https://www.spotrac.com/redirect/player/10670/
725,Shawn O'Malley,LF,27.0,LAA,SEA,1,,,2015,14211,https://www.spotrac.com/redirect/player/14211/
726,Evan Meek,RP,31.7,BAL,WSH,1,,,2015,704,https://www.spotrac.com/redirect/player/704/
727,Ben Rowen,RP,26.2,TEX,LAD,1,,,2015,14352,https://www.spotrac.com/redirect/player/14352/
728,Ross Ohlendorf,RP,32.4,WSH,TEX,1,,,2015,592,https://www.spotrac.com/redirect/player/592/
729,Josh Prince,CF,26.9,MIL,DET,1,,,2015,12208,https://www.spotrac.com/redirect/player/12208/
730,Francisley Bueno,RP,33.8,KC,CHC,1,,,2015,11581,https://www.spotrac.com/redirect/player/11581/
731,Quintin Berry,LF,30.1,BAL,BOS,1,,,2015,10665,https://www.spotrac.com/redirect/player/10665/
732,Andy Dirks,LF,28.9,TOR,TOR,1,,,2015,8517,https://www.spotrac.com/redirect/player/8517/
733,Ryan Mattheus,RP,31.2,WSH,LAA,1,,,2015,7546,https://www.spotrac.com/redirect/player/7546/
734,Tyler Colvin,RP,29.3,SF,MIA,1,,,2015,7266,https://www.spotrac.com/redirect/player/7266/
735,David Huff,RP,30.3,NYY,LAD,1,,,2015,8502,https://www.spotrac.com/redirect/player/8502/
736,Andy LaRoche,3B,31.3,TOR,CHW,1,,,2015,473,https://www.spotrac.com/redirect/player/473/
737,Carlos Peguero,LF,27.8,KC,TEX,1,,,2015,8619,https://www.spotrac.com/redirect/player/8619/
738,Juan Francisco,1B,27.5,BOS,TB,1,,,2015,7283,https://www.spotrac.com/redirect/player/7283/
739,Cesar Cabral,RP,25.9,NYY,BAL,1,,,2015,9164,https://www.spotrac.com/redirect/player/9164/
740,Josh Wilson,2B,33.8,TEX,DET,1,,,2015,5171,https://www.spotrac.com/redirect/player/5171/
741,Taylor Teagarden,C,31.0,NYM,CHC,1,,,2015,5395,https://www.spotrac.com/redirect/player/5395/
742,Scott Elbert,RP,29.4,LAD,SD,1,,,2015,8760,https://www.spotrac.com/redirect/player/8760/
743,J.P. Arencibia,1B,29.0,TEX,BAL,1,,,2015,7346,https://www.spotrac.com/redirect/player/7346/
744,Michael Roth,SP,24.8,LAA,CLE,1,,,2015,14218,https://www.spotrac.com/redirect/player/14218/
745,Juan Carlos Oviedo,RP,32.8,TB,TEX,1,,,2015,416,https://www.spotrac.com/redirect/player/416/
746,Jeff Bianchi,2B,28.2,MIL,BOS,1,,,2015,11020,https://www.spotrac.com/redirect/player/11020/
747,Mitchell Boggs,RP,30.8,CHW,BOS,1,,,2015,7373,https://www.spotrac.com/redirect/player/7373/
748,Jeff Manship,RP,29.9,PHI,CLE,1,,,2015,7441,https://www.spotrac.com/redirect/player/7441/
749,Roger Bernadina,LF,30.5,LAD,COL,1,,,2015,5419,https://www.spotrac.com/redirect/player/5419/
750,J.C. Gutiérrez,RP,31.4,SF,SF,1,,,2015,13535,https://www.spotrac.com/redirect/player/13535/
751,Kevin Slowey,RP,30.6,MIA,PHI,1,,,2015,536,https://www.spotrac.com/redirect/player/536/
752,Ian Stewart,2B,29.7,LAA,WSH,1,,,2015,5230,https://www.spotrac.com/redirect/player/5230/
753,Brett Wallace,3B,28.2,HOU,SD,1,,,2015,7340,https://www.spotrac.com/redirect/player/7340/
754,Chris McGuiness,1B,26.7,PIT,PHI,1,,,2015,12063,https://www.spotrac.com/redirect/player/12063/
755,George Kottaras,C,31.6,STL,CHW,1,,,2015,5188,https://www.spotrac.com/redirect/player/5188/
756,Mark Lowe,RP,31.5,CLE,SEA,1,,,2015,761,https://www.spotrac.com/redirect/player/761/
757,Carlos Rivero,SS,26.5,SEA,SEA,1,,,2015,11448,https://www.spotrac.com/redirect/player/11448/
758,Ryan Kalish,LF,26.7,CHC,TOR,1,,,2015,7254,https://www.spotrac.com/redirect/player/7254/
759,Tommy Field,2B,27.8,PIT,TEX,1,,,2015,11609,https://www.spotrac.com/redirect/player/11609/
760,Dan Johnson,1B,35.3,TOR,HOU,1,,,2015,623,https://www.spotrac.com/redirect/player/623/
761,Brad Penny,SP,36.5,MIA,CHW,1,,,2015,478,https://www.spotrac.com/redirect/player/478/
762,Daric Barton,1B,29.3,OAK,TOR,1,,,2015,601,https://www.spotrac.com/redirect/player/601/
763,Curtis Partch,RP,27.8,CIN,SF,1,,,2015,14083,https://www.spotrac.com/redirect/player/14083/
764,Matt Tuiasosopo,LF,28.6,TOR,BAL,1,,,2015,7524,https://www.spotrac.com/redirect/player/7524/
765,Cole Figueroa,2B,27.4,TB,NYY,1,,,2015,15680,https://www.spotrac.com/redirect/player/15680/
766,Clint Robinson,1B,29.8,LAD,WSH,1,,,2015,11585,https://www.spotrac.com/redirect/player/11585/
767,Yohan Pino,SP,30.9,MIN,LAA,1,,,2015,15661,https://www.spotrac.com/redirect/player/15661/
768,Danny Worth,2B,29.2,DET,ARI,1,,,2015,7393,https://www.spotrac.com/redirect/player/7393/
769,Gus Schlosser,RP,26.1,ATL,ATL,1,,,2015,14023,https://www.spotrac.com/redirect/player/14023/
770,Jerry Sands,LF,27.2,TB,CLE,1,,,2015,8766,https://www.spotrac.com/redirect/player/8766/
771,Chaz Roe,RP,28.2,PIT,BAL,1,,,2015,15631,https://www.spotrac.com/redirect/player/15631/
772,Wilton Lopez,RP,31.3,COL,TOR,1,,,2015,7212,https://www.spotrac.com/redirect/player/7212/
773,Scott Snodgress,SP,25.2,CHW,LAA,1,,,2015,14071,https://www.spotrac.com/redirect/player/14071/
774,Cory Gearrin,RP,28.6,ATL,SF,1,,,2015,8633,https://www.spotrac.com/redirect/player/8633/
775,Buddy Boshers,RP,26.5,LAA,COL,1,,,2015,14216,https://www.spotrac.com/redirect/player/14216/
776,Clayton Richard,RP,31.2,ARI,PIT,1,,,2015,5206,https://www.spotrac.com/redirect/player/5206/
777,Kraig Sitton,RP,26.3,COL,COL,1,,,2015,14121,https://www.spotrac.com/redirect/player/14121/
778,Ezequiel Carrera,LF,27.4,DET,TOR,1,,,2015,8510,https://www.spotrac.com/redirect/player/8510/
779,Michael Kirkman,RP,28.2,TEX,TEX,1,,,2015,7559,https://www.spotrac.com/redirect/player/7559/
780,Blake Beavan,RP,25.8,SEA,ARI,1,,,2015,8611,https://www.spotrac.com/redirect/player/8611/
781,Corey Brown,CF,29.0,BOS,TB,1,,,2015,10682,https://www.spotrac.com/redirect/player/10682/
782,Tony Campana,LF,28.4,LAA,CHW,1,,,2015,8672,https://www.spotrac.com/redirect/player/8672/
783,Cord Phelps,2B,27.8,BAL,PHI,1,,,2015,8509,https://www.spotrac.com/redirect/player/8509/
784,Koyie Hill,C,35.7,WSH,PHI,1,,,2015,5198,https://www.spotrac.com/redirect/player/5198/
785,Ryan Roberts,2B,34.1,BOS,KC,1,,,2015,5169,https://www.spotrac.com/redirect/player/5169/
786,Chien-Ming Wang,RP,34.6,CIN,ATL,1,,,2015,599,https://www.spotrac.com/redirect/player/599/
787,David Price,SP,30.2,TOR,BOS,7,217000000,31000000,2016,7536,https://www.spotrac.com/redirect/player/7536/
788,Zack Greinke,SP,32.1,LAD,ARI,6,206500000,34416667,2016,407,https://www.spotrac.com/redirect/player/407/
789,Jason Heyward,RF,26.3,STL,CHC,8,184000000,23000000,2016,7231,https://www.spotrac.com/redirect/player/7231/
790,Chris Davis,1B,29.8,BAL,BAL,7,161000000,23000000,2016,5397,https://www.spotrac.com/redirect/player/5397/
791,Justin Upton,LF,28.3,SD,DET,6,132750000,22125000,2016,129,https://www.spotrac.com/redirect/player/129/
792,Johnny Cueto,SP,29.8,KC,SF,6,130000000,21666667,2016,5213,https://www.spotrac.com/redirect/player/5213/
793,Jordan Zimmermann,SP,29.5,WSH,DET,5,110000000,22000000,2016,5413,https://www.spotrac.com/redirect/player/5413/
794,Jeff Samardzija,SP,30.8,CHW,SF,5,90000000,18000000,2016,7271,https://www.spotrac.com/redirect/player/7271/
795,Wei-Yin Chen,RP,30.4,BAL,MIA,5,80000000,16000000,2016,8629,https://www.spotrac.com/redirect/player/8629/
796,Mike Leake,SP,28.1,SF,STL,5,80000000,16000000,2016,7285,https://www.spotrac.com/redirect/player/7285/
797,Alex Gordon,OF,31.8,KC,KC,4,72000000,18000000,2016,406,https://www.spotrac.com/redirect/player/406/
798,Ian Kennedy,RP,31.0,SD,KC,5,70000000,14000000,2016,588,https://www.spotrac.com/redirect/player/588/
799,Ben Zobrist,2B,34.5,KC,CHC,4,56000000,14000000,2016,863,https://www.spotrac.com/redirect/player/863/
800,Scott Kazmir,SP,31.9,HOU,LAD,3,48000000,16000000,2016,862,https://www.spotrac.com/redirect/player/862/
801,Daniel Murphy,1B,30.7,NYM,WSH,3,37500000,12500000,2016,5301,https://www.spotrac.com/redirect/player/5301/
802,J.A. Happ,SP,33.1,PIT,TOR,3,36000000,12000000,2016,5326,https://www.spotrac.com/redirect/player/5326/
803,John Lackey,SP,37.1,STL,CHC,2,32000000,16000000,2016,441,https://www.spotrac.com/redirect/player/441/
804,Denard Span,LF,31.8,WSH,SF,3,31000000,10333333,2016,5294,https://www.spotrac.com/redirect/player/5294/
805,Darren O'Day,RP,33.1,BAL,BAL,4,31000000,7750000,2016,5392,https://www.spotrac.com/redirect/player/5392/
806,Gerardo Parra,RF,28.7,BAL,COL,3,27500000,9166667,2016,7224,https://www.spotrac.com/redirect/player/7224/
807,Marco Estrada,SP,32.3,TOR,TOR,2,26000000,13000000,2016,8695,https://www.spotrac.com/redirect/player/8695/
808,Joakim Soria,RP,31.5,PIT,KC,3,25000000,8333333,2016,422,https://www.spotrac.com/redirect/player/422/
809,Yovani Gallardo,SP,29.9,TEX,BAL,2,22000000,11000000,2016,494,https://www.spotrac.com/redirect/player/494/
810,Ryan Madson,RP,35.2,KC,OAK,3,22000000,7333333,2016,645,https://www.spotrac.com/redirect/player/645/
811,Howie Kendrick,2B,32.5,LAD,LAD,2,20000000,10000000,2016,439,https://www.spotrac.com/redirect/player/439/
812,Asdrubal Cabrera,2B,30.0,TB,NYM,2,18500000,9250000,2016,242,https://www.spotrac.com/redirect/player/242/
813,Tony Sipp,RP,32.3,HOU,HOU,3,18000000,6000000,2016,5224,https://www.spotrac.com/redirect/player/5224/
814,Mike Pelfrey,RP,31.8,MIN,DET,2,16000000,8000000,2016,557,https://www.spotrac.com/redirect/player/557/
815,Shawn Kelley,RP,31.6,SD,WSH,3,15000000,5000000,2016,5369,https://www.spotrac.com/redirect/player/5369/
816,Dexter Fowler,RF,29.9,CHC,CHC,1,13000000,13000000,2016,5231,https://www.spotrac.com/redirect/player/5231/
817,Chris Young,RF,32.2,NYY,BOS,2,13000000,6500000,2016,131,https://www.spotrac.com/redirect/player/131/
818,Tyler Clippard,RP,30.9,NYM,ARI,2,12250000,6125000,2016,7541,https://www.spotrac.com/redirect/player/7541/
819,Antonio Bastardo,RP,30.2,PIT,NYM,2,12000000,6000000,2016,7469,https://www.spotrac.com/redirect/player/7469/
820,Hisashi Iwakuma,SP,34.7,SEA,SEA,1,12000000,12000000,2016,8737,https://www.spotrac.com/redirect/player/8737/
821,Chris Young,RP,36.5,KC,KC,2,11500000,5750000,2016,689,https://www.spotrac.com/redirect/player/689/
822,Mark Lowe,RP,32.5,TOR,DET,2,11000000,5500000,2016,761,https://www.spotrac.com/redirect/player/761/
823,Steve Cishek,RP,29.4,STL,SEA,2,10000000,5000000,2016,7395,https://www.spotrac.com/redirect/player/7395/
824,John Axford,RP,32.7,COL,OAK,2,10000000,5000000,2016,7363,https://www.spotrac.com/redirect/player/7363/
825,Jason Motte,RP,33.4,CHC,COL,2,10000000,5000000,2016,5373,https://www.spotrac.com/redirect/player/5373/
826,Ian Desmond,CF,30.4,WSH,TEX,1,8000000,8000000,2016,7542,https://www.spotrac.com/redirect/player/7542/
827,John Jaso,RF,32.2,TB,PIT,2,8000000,4000000,2016,7532,https://www.spotrac.com/redirect/player/7532/
828,Jonathan Broxton,RP,31.4,STL,STL,2,7500000,3750000,2016,461,https://www.spotrac.com/redirect/player/461/
829,Mike Minor,SP,28.1,ATL,KC,2,7250000,3625000,2016,7235,https://www.spotrac.com/redirect/player/7235/
830,Bartolo Colon,SP,42.5,NYM,NYM,1,7250000,7250000,2016,5205,https://www.spotrac.com/redirect/player/5205/
831,Doug Fister,SP,31.9,WSH,HOU,1,7000000,7000000,2016,7518,https://www.spotrac.com/redirect/player/7518/
832,Mike Napoli,1B,34.1,TEX,CLE,1,7000000,7000000,2016,445,https://www.spotrac.com/redirect/player/445/
833,Chase Utley,2B,36.9,LAD,LAD,1,7000000,7000000,2016,655,https://www.spotrac.com/redirect/player/655/
834,Oliver Perez,RP,34.2,HOU,WSH,2,7000000,3500000,2016,558,https://www.spotrac.com/redirect/player/558/
835,Colby Lewis,SP,36.3,TEX,TEX,1,6000000,6000000,2016,6464,https://www.spotrac.com/redirect/player/6464/
836,Chad Qualls,RP,37.2,HOU,COL,2,6000000,3000000,2016,123,https://www.spotrac.com/redirect/player/123/
837,Rich Hill,SP,35.7,BOS,OAK,1,6000000,6000000,2016,145,https://www.spotrac.com/redirect/player/145/
838,Pedro Alvarez,1B,29.1,PIT,BAL,1,5750000,5750000,2016,7478,https://www.spotrac.com/redirect/player/7478/
839,Alejandro De Aza,LF,31.7,SF,NYM,1,5750000,5750000,2016,7273,https://www.spotrac.com/redirect/player/7273/
840,Norichika Aoki,LF,33.8,SF,SEA,1,5500000,5500000,2016,8679,https://www.spotrac.com/redirect/player/8679/
841,Tyler Flowers,C,29.8,CHW,ATL,2,5300000,2650000,2016,7274,https://www.spotrac.com/redirect/player/7274/
842,Rajai Davis,CF,35.1,DET,CLE,1,5250000,5250000,2016,722,https://www.spotrac.com/redirect/player/722/
843,Austin Jackson,CF,29.1,CHC,CHW,1,5000000,5000000,2016,7383,https://www.spotrac.com/redirect/player/7383/
844,Brayan Pena,C,33.8,CIN,STL,2,5000000,2500000,2016,7424,https://www.spotrac.com/redirect/player/7424/
845,Steven Pearce,1B,32.8,BAL,TB,1,4750000,4750000,2016,7494,https://www.spotrac.com/redirect/player/7494/
846,Henderson Alvarez,SP,25.7,MIA,OAK,1,4250000,4250000,2016,8481,https://www.spotrac.com/redirect/player/8481/
847,Trevor Cahill,RP,27.8,CHC,CHC,1,4250000,4250000,2016,5316,https://www.spotrac.com/redirect/player/5316/
848,Chris Iannetta,C,32.6,LAA,SEA,1,4250000,4250000,2016,261,https://www.spotrac.com/redirect/player/261/
849,Juan Uribe,3B,36.8,NYM,CLE,1,4000000,4000000,2016,6460,https://www.spotrac.com/redirect/player/6460/
850,Joe Blanton,RP,35.1,PIT,LAD,1,4000000,4000000,2016,602,https://www.spotrac.com/redirect/player/602/
851,Alexei Ramirez,SS,34.2,CHW,SD,1,4000000,4000000,2016,5210,https://www.spotrac.com/redirect/player/5210/
852,Jerry Blevins,RP,32.2,NYM,NYM,1,4000000,4000000,2016,7341,https://www.spotrac.com/redirect/player/7341/
853,Dioner Navarro,C,31.8,TOR,CHW,1,4000000,4000000,2016,858,https://www.spotrac.com/redirect/player/858/
854,Neftali Feliz,RP,27.7,DET,PIT,1,3900000,3900000,2016,7556,https://www.spotrac.com/redirect/player/7556/
855,David Hernandez,RP,30.5,ARI,PHI,1,3900000,3900000,2016,7211,https://www.spotrac.com/redirect/player/7211/
856,Cliff Pennington,SS,31.4,TOR,LAA,2,3750000,1875000,2016,7344,https://www.spotrac.com/redirect/player/7344/
857,Tony Barnette,RP,32.1,ARI,TEX,2,3500000,1750000,2016,18456,https://www.spotrac.com/redirect/player/18456/
858,David Freese,1B,32.8,LAA,PIT,1,3000000,3000000,2016,7376,https://www.spotrac.com/redirect/player/7376/
859,Stephen Drew,2B,32.8,NYY,WSH,1,3000000,3000000,2016,428,https://www.spotrac.com/redirect/player/428/
860,Juan Nicasio,RP,29.2,LAD,PIT,1,3000000,3000000,2016,7312,https://www.spotrac.com/redirect/player/7312/
861,Yusmeiro Petit,RP,31.0,SF,WSH,1,3000000,3000000,2016,122,https://www.spotrac.com/redirect/player/122/
862,A.J. Pierzynski,C,38.8,ATL,ATL,1,3000000,3000000,2016,188,https://www.spotrac.com/redirect/player/188/
863,Geovany Soto,C,32.8,CHW,LAA,1,2800000,2800000,2016,161,https://www.spotrac.com/redirect/player/161/
864,Tim Lincecum,RP,31.9,SF,LAA,1,2500000,2500000,2016,728,https://www.spotrac.com/redirect/player/728/
865,Chris Carter,1B,29.0,HOU,MIL,1,2500000,2500000,2016,7121,https://www.spotrac.com/redirect/player/7121/
866,Edward Mujica,RP,31.6,OAK,PHI,1,2500000,2500000,2016,5340,https://www.spotrac.com/redirect/player/5340/
867,Sean Rodriguez,2B,30.6,PIT,PIT,1,2500000,2500000,2016,7538,https://www.spotrac.com/redirect/player/7538/
868,Jim Johnson,RP,32.4,LAD,ATL,1,2500000,2500000,2016,5180,https://www.spotrac.com/redirect/player/5180/
869,Bud Norris,RP,30.7,SD,ATL,1,2500000,2500000,2016,7336,https://www.spotrac.com/redirect/player/7336/
870,Alex Avila,C,28.8,DET,CHW,1,2500000,2500000,2016,7381,https://www.spotrac.com/redirect/player/7381/
871,Matt Albers,RP,33.0,CHW,CHW,1,2250000,2250000,2016,44,https://www.spotrac.com/redirect/player/44/
872,Franklin Morales,RP,30.2,MIL,TOR,1,2000000,2000000,2016,264,https://www.spotrac.com/redirect/player/264/
873,Alfredo Simon,SP,34.8,DET,CIN,1,2000000,2000000,2016,8440,https://www.spotrac.com/redirect/player/8440/
874,Jimmy Rollins,SS,37.2,LAD,CHW,1,2000000,2000000,2016,649,https://www.spotrac.com/redirect/player/649/
875,Tommy Hunter,RP,29.6,CHC,CLE,1,2000000,2000000,2016,7558,https://www.spotrac.com/redirect/player/7558/
876,Bronson Arroyo,SP,38.9,LAD,WSH,1,2000000,2000000,2016,199,https://www.spotrac.com/redirect/player/199/
877,Fernando Rodney,RP,38.8,CHC,SD,1,2000000,2000000,2016,302,https://www.spotrac.com/redirect/player/302/
878,Kelly Johnson,2B,33.8,NYM,ATL,1,2000000,2000000,2016,23,https://www.spotrac.com/redirect/player/23/
879,Mike Aviles,3B,34.8,CLE,DET,1,2000000,2000000,2016,8453,https://www.spotrac.com/redirect/player/8453/
880,Ryan Vogelsong,SP,38.3,SF,PIT,1,2000000,2000000,2016,8742,https://www.spotrac.com/redirect/player/8742/
881,Eric O'Flaherty,RP,31.0,NYM,PIT,1,1750000,1750000,2016,763,https://www.spotrac.com/redirect/player/763/
882,Justin Ruggiano,RF,33.7,LAD,TEX,1,1650000,1650000,2016,853,https://www.spotrac.com/redirect/player/853/
883,Matt Thornton,RP,39.4,WSH,SD,1,1600000,1600000,2016,193,https://www.spotrac.com/redirect/player/193/
884,Ruben Tejada,SS,26.3,NYM,STL,1,1500000,1500000,2016,7458,https://www.spotrac.com/redirect/player/7458/
885,Ryan Raburn,LF,34.8,CLE,CLE,1,1500000,1500000,2016,298,https://www.spotrac.com/redirect/player/298/
886,Craig Breslow,RP,35.5,BOS,MIA,1,1500000,1500000,2016,5287,https://www.spotrac.com/redirect/player/5287/
887,Chris Capuano,RP,37.4,NYY,MIL,1,1500000,1500000,2016,489,https://www.spotrac.com/redirect/player/489/
888,Carlos Villanueva,RP,32.1,STL,SD,1,1500000,1500000,2016,512,https://www.spotrac.com/redirect/player/512/
889,Jeff Mathis,C,32.7,MIA,MIA,1,1500000,1500000,2016,442,https://www.spotrac.com/redirect/player/442/
890,James Russell,RP,29.8,CHC,PHI,1,1500000,1500000,2016,7270,https://www.spotrac.com/redirect/player/7270/
891,Franklin Gutierrez,CF,32.7,SEA,SEA,1,1500000,1500000,2016,347,https://www.spotrac.com/redirect/player/347/
892,Daniel Nava,LF,32.8,TB,LAA,1,1375000,1375000,2016,7256,https://www.spotrac.com/redirect/player/7256/
893,Jeremy Guthrie,SP,36.9,TEX,SD,1,1250000,1250000,2016,56,https://www.spotrac.com/redirect/player/56/
894,Matt Belisle,RP,35.7,STL,WSH,1,1250000,1250000,2016,201,https://www.spotrac.com/redirect/player/201/
895,Skip Schumaker,LF,36.0,CIN,SD,1,1250000,1250000,2016,798,https://www.spotrac.com/redirect/player/798/
896,Gordon Beckham,2B,29.2,CHW,ATL,1,1250000,1250000,2016,7272,https://www.spotrac.com/redirect/player/7272/
897,Chris Narveson,RP,34.0,MIA,MIA,1,1200000,1200000,2016,7371,https://www.spotrac.com/redirect/player/7371/
898,Will Middlebrooks,3B,27.2,SD,MIL,1,1200000,1200000,2016,10654,https://www.spotrac.com/redirect/player/10654/
899,David Murphy,DH,34.4,BOS,MIN,1,1150000,1150000,2016,888,https://www.spotrac.com/redirect/player/888/
900,Alberto Alburquerque,RP,29.6,DET,LAA,1,1100000,1100000,2016,8511,https://www.spotrac.com/redirect/player/8511/
901,Ryan Cook,RP,28.5,CHC,SEA,1,1100000,1100000,2016,8594,https://www.spotrac.com/redirect/player/8594/
902,Jhoulys Chacin,SP,27.9,ARI,ATL,1,1100000,1100000,2016,7307,https://www.spotrac.com/redirect/player/7307/
903,Justin Morneau,1B,35.0,COL,CHW,1,1000000,1000000,2016,529,https://www.spotrac.com/redirect/player/529/
904,Marlon Byrd,LF,38.5,SF,CLE,1,1000000,1000000,2016,885,https://www.spotrac.com/redirect/player/885/
905,Chris Denorfia,RF,35.6,CHC,NYY,1,1000000,1000000,2016,612,https://www.spotrac.com/redirect/player/612/
906,Shane Victorino,RF,35.2,LAA,CHC,1,1000000,1000000,2016,656,https://www.spotrac.com/redirect/player/656/
907,Jeff Francoeur,LF,32.1,PHI,ATL,1,1000000,1000000,2016,16,https://www.spotrac.com/redirect/player/16/
908,Matt Joyce,LF,31.5,LAA,PIT,1,1000000,1000000,2016,7534,https://www.spotrac.com/redirect/player/7534/
909,Craig Stammen,RP,31.8,WSH,CLE,1,1000000,1000000,2016,7552,https://www.spotrac.com/redirect/player/7552/
910,Gavin Floyd,RP,33.0,CLE,TOR,1,1000000,1000000,2016,177,https://www.spotrac.com/redirect/player/177/
911,Wandy Rodriguez,RP,37.0,KC,HOU,1,1000000,1000000,2016,384,https://www.spotrac.com/redirect/player/384/
912,Chien-Ming Wang,RP,35.8,ATL,KC,1,1000000,1000000,2016,599,https://www.spotrac.com/redirect/player/599/
913,Eric Young Jr.,CF,30.6,NYM,MIL,1,1000000,1000000,2016,7316,https://www.spotrac.com/redirect/player/7316/
914,Ross Detwiler,RP,29.8,ATL,CLE,1,1000000,1000000,2016,5410,https://www.spotrac.com/redirect/player/5410/
915,Joe Thatcher,RP,34.2,HOU,CLE,1,1000000,1000000,2016,687,https://www.spotrac.com/redirect/player/687/
916,Craig Gentry,LF,32.0,OAK,LAA,1,1000000,1000000,2016,7557,https://www.spotrac.com/redirect/player/7557/
917,Joba Chamberlain,RP,30.2,KC,CLE,1,1000000,1000000,2016,577,https://www.spotrac.com/redirect/player/577/
918,Carlos Torres,RP,33.4,ATL,MIL,1,950000,950000,2016,10695,https://www.spotrac.com/redirect/player/10695/
919,Blaine Boyer,RP,34.6,MIN,MIL,1,950000,950000,2016,12,https://www.spotrac.com/redirect/player/12/
920,Travis Ishikawa,1B,32.3,PIT,CHW,1,900000,900000,2016,5354,https://www.spotrac.com/redirect/player/5354/
921,Ernesto Frieri,RP,30.3,TB,PHI,1,850000,850000,2016,7504,https://www.spotrac.com/redirect/player/7504/
922,Jordan Pacheco,3B,29.9,ARI,CIN,1,800000,800000,2016,9155,https://www.spotrac.com/redirect/player/9155/
923,Josh Thole,C,29.1,TOR,TOR,1,800000,800000,2016,7459,https://www.spotrac.com/redirect/player/7459/
924,Louis Coleman,RP,29.8,KC,LAD,1,750000,750000,2016,8519,https://www.spotrac.com/redirect/player/8519/
925,Roger Bernadina,LF,31.6,COL,NYM,1,750000,750000,2016,5419,https://www.spotrac.com/redirect/player/5419/
926,Carlos Quentin,LF,33.4,SEA,MIN,1,750000,750000,2016,189,https://www.spotrac.com/redirect/player/189/
927,Justin De Fratus,RP,28.1,PHI,SEA,1,750000,750000,2016,8651,https://www.spotrac.com/redirect/player/8651/
928,Blake Wood,RP,30.2,PIT,CIN,1,600000,600000,2016,7426,https://www.spotrac.com/redirect/player/7426/
929,Jaff Decker,LF,25.0,PIT,TB,1,525000,525000,2016,12055,https://www.spotrac.com/redirect/player/12055/
930,Manny Parra,RP,33.2,CIN,CHC,1,520000,520000,2016,504,https://www.spotrac.com/redirect/player/504/
931,Ryan Buchter,RP,28.8,LAD,SD,1,520000,520000,2016,14010,https://www.spotrac.com/redirect/player/14010/
932,Zach Phillips,RP,29.5,CHW,BAL,1,510000,510000,2016,8438,https://www.spotrac.com/redirect/player/8438/
933,Maikel Cleto,RP,27.2,CHW,ATL,1,507500,507500,2016,8727,https://www.spotrac.com/redirect/player/8727/
934,Jose Reyes,SS,33.0,COL,NYM,1,507500,507500,2016,559,https://www.spotrac.com/redirect/player/559/
935,Joe Nathan,RP,41.4,DET,CHC,1,507500,507500,2016,530,https://www.spotrac.com/redirect/player/530/
936,Edwin Jackson,SP,32.2,ATL,MIA,1,507500,507500,2016,834,https://www.spotrac.com/redirect/player/834/
937,A.J. Griffin,RP,27.8,OAK,TEX,1,507500,507500,2016,14332,https://www.spotrac.com/redirect/player/14332/
938,Jarrod Saltalamacchia,C,30.8,ARI,DET,1,507500,507500,2016,5394,https://www.spotrac.com/redirect/player/5394/
939,Billy Butler,DH,30.3,OAK,NYY,1,49914,49914,2016,396,https://www.spotrac.com/redirect/player/396/
940,Josh Collmenter,RP,30.5,ARI,CHC,-,,,2016,8796,https://www.spotrac.com/redirect/player/8796/
941,Kyle Drabek,RP,28.6,ARI,SF,-,,,2016,7348,https://www.spotrac.com/redirect/player/7348/
942,Roberto Hernandez,RP,35.8,TOR,ATL,-,,,2016,243,https://www.spotrac.com/redirect/player/243/
943,Kevin Jepsen,RP,31.9,MIN,TB,-,,,2016,7321,https://www.spotrac.com/redirect/player/7321/
