,name,position,age,from_team,to_tam,contract_length,total_salary,avg_salary,year,spotracID,spotracLink
231,Ryan Raburn,LF,31.8,DET,CLE,1,1000000,1000000,2013,298,https://www.spotrac.com/redirect/player/298/
232,Rich Harden,SP,31.0,OAK,MIN,1,1000000,1000000,2013,621,https://www.spotrac.com/redirect/player/621/
233,Jason Bay,RF,34.2,NYM,SEA,1,1000000,1000000,2013,691,https://www.spotrac.com/redirect/player/691/
234,Yuniesky Betancourt,1B,31.1,PHI,MIL,1,900000,900000,2013,749,https://www.spotrac.com/redirect/player/749/
235,Jamey Wright,RP,38.0,LAD,TB,1,900000,900000,2013,875,https://www.spotrac.com/redirect/player/875/
236,Don Kelly,CF,32.9,DET,DET,1,900000,900000,2013,7384,https://www.spotrac.com/redirect/player/7384/
237,Brayan Pena,C,30.9,KC,DET,1,875000,875000,2013,7424,https://www.spotrac.com/redirect/player/7424/
238,Cesar Izturis,SS,32.9,WSH,CIN,1,800000,800000,2013,782,https://www.spotrac.com/redirect/player/782/
239,Wil Nieves,C,35.2,ARI,ARI,1,800000,800000,2013,5414,https://www.spotrac.com/redirect/player/5414/
240,Jason Giambi,DH,42.1,COL,CLE,1,750000,750000,2013,582,https://www.spotrac.com/redirect/player/582/
241,Brandon Lyon,RP,33.4,TOR,NYM,1,750000,750000,2013,114,https://www.spotrac.com/redirect/player/114/
242,Kevin Slowey,RP,28.7,CLE,MIA,1,750000,750000,2013,536,https://www.spotrac.com/redirect/player/536/
243,Delmon Young,LF,27.3,DET,PHI,1,750000,750000,2013,538,https://www.spotrac.com/redirect/player/538/
244,Mark Derosa,3B,37.8,WSH,TOR,1,750000,750000,2013,137,https://www.spotrac.com/redirect/player/137/
245,Chad Gaudin,SP,29.7,MIA,SF,1,750000,750000,2013,619,https://www.spotrac.com/redirect/player/619/
246,Casey Kotchman,1B,29.9,CLE,MIA,1,700000,700000,2013,440,https://www.spotrac.com/redirect/player/440/
247,Marlon Byrd,LF,35.4,BOS,NYM,1,700000,700000,2013,885,https://www.spotrac.com/redirect/player/885/
248,Scott Atchison,RP,36.8,BOS,NYM,1,700000,700000,2013,7250,https://www.spotrac.com/redirect/player/7250/
249,Austin Kearns,LF,32.6,MIA,MIA,1,700000,700000,2013,941,https://www.spotrac.com/redirect/player/941/
250,John Maine,SP,31.6,BOS,MIA,1,625000,625000,2013,554,https://www.spotrac.com/redirect/player/554/
251,Cody Ransom,3B,36.8,ARI,SD,1,550000,550000,2013,5312,https://www.spotrac.com/redirect/player/5312/
252,Eric Fryer,C,27.2,PIT,MIN,1,515000,515000,2013,11508,https://www.spotrac.com/redirect/player/11508/
253,Jon Garland,SP,33.4,SEA,COL,1,500000,500000,2013,435,https://www.spotrac.com/redirect/player/435/
254,Bill Hall,3B,33.1,BAL,LAA,1,500000,500000,2013,497,https://www.spotrac.com/redirect/player/497/
255,Juan Carlos Oviedo,RP,30.8,MIA,TB,1,490000,490000,2013,416,https://www.spotrac.com/redirect/player/416/
256,Mark Reynolds,3B,30.0,CLE,NYY,1,,,2013,124,https://www.spotrac.com/redirect/player/124/
257,Jeff Francoeur,LF,29.5,KC,SF,1,,,2013,16,https://www.spotrac.com/redirect/player/16/
258,Zach Duke,RP,30.1,WSH,CIN,1,,,2013,695,https://www.spotrac.com/redirect/player/695/
259,Henry Blanco,C,41.8,TOR,SEA,1,,,2013,133,https://www.spotrac.com/redirect/player/133/
260,Chien-Ming Wang,RP,33.2,NYY,TOR,1,,,2013,599,https://www.spotrac.com/redirect/player/599/
261,Carlos Zambrano,SP,31.9,MIA,PHI,1,,,2013,166,https://www.spotrac.com/redirect/player/166/
262,Rick Ankiel,CF,33.8,HOU,NYM,1,,,2013,772,https://www.spotrac.com/redirect/player/772/
263,Francisco Rodriguez,RP,31.2,MIL,MIL,1,,,2013,449,https://www.spotrac.com/redirect/player/449/
264,Freddy Garcia,SP,36.4,SD,BAL,1,,,2013,7461,https://www.spotrac.com/redirect/player/7461/
265,Aaron Cook,SP,34.1,PHI,COL,1,,,2013,252,https://www.spotrac.com/redirect/player/252/
266,Endy Chavez,LF,35.1,BAL,SEA,1,,,2013,546,https://www.spotrac.com/redirect/player/546/
267,J.C. Romero,RP,36.8,BAL,WSH,1,,,2013,650,https://www.spotrac.com/redirect/player/650/
268,Wilson Valdez,2B,34.8,SF,MIA,-,,,2013,7476,https://www.spotrac.com/redirect/player/7476/
269,Jose Contreras,SP,41.2,PHI,PIT,1,,,2013,171,https://www.spotrac.com/redirect/player/171/
270,Jack Cust,DH,34.1,TOR,TB,1,,,2013,611,https://www.spotrac.com/redirect/player/611/
271,Rafael Perez,RP,30.7,CLE,MIN,1,,,2013,358,https://www.spotrac.com/redirect/player/358/
272,Hideki Okajima,RP,37.1,NYY,OAK,1,,,2013,99,https://www.spotrac.com/redirect/player/99/
273,Clay Hensley,RP,33.4,SF,CIN,1,,,2013,7182,https://www.spotrac.com/redirect/player/7182/
274,Chone Figgins,3B,35.0,SEA,MIA,1,,,2013,434,https://www.spotrac.com/redirect/player/434/
275,Micah Owings,SP,30.3,SD,WSH,1,,,2013,119,https://www.spotrac.com/redirect/player/119/
276,George Sherrill,RP,35.8,SEA,KC,1,,,2013,77,https://www.spotrac.com/redirect/player/77/
277,Corey Patterson,RF,33.4,MIL,NYM,1,,,2013,7352,https://www.spotrac.com/redirect/player/7352/
278,Jeremy Hermida,RF,29.0,SD,CLE,1,,,2013,322,https://www.spotrac.com/redirect/player/322/
279,Ramon Ramirez,RP,31.4,NYM,SF,1,,,2013,268,https://www.spotrac.com/redirect/player/268/
280,Joel Pineiro,SP,34.3,BAL,BAL,1,,,2013,794,https://www.spotrac.com/redirect/player/794/
281,Chris Snyder,C,31.9,HOU,WSH,1,,,2013,127,https://www.spotrac.com/redirect/player/127/
282,Jose Valverde,RP,34.8,DET,MIA,1,,,2013,388,https://www.spotrac.com/redirect/player/388/
283,Miguel Olivo,C,34.5,SEA,CIN,1,,,2013,417,https://www.spotrac.com/redirect/player/417/
284,Matt Capps,RP,29.3,MIN,CLE,1,,,2013,692,https://www.spotrac.com/redirect/player/692/
285,Ryan Garko,1B,32.0,TB,COL,1,,,2013,346,https://www.spotrac.com/redirect/player/346/
286,Dan Johnson,1B,33.4,CHW,NYY,1,,,2013,623,https://www.spotrac.com/redirect/player/623/
287,Ronny Paulino,C,31.8,BAL,SEA,1,,,2013,710,https://www.spotrac.com/redirect/player/710/
288,Matt Downs,3B,28.8,HOU,MIA,1,,,2013,7330,https://www.spotrac.com/redirect/player/7330/
289,Joe Mather,CF,30.4,CHC,PHI,1,,,2013,7362,https://www.spotrac.com/redirect/player/7362/
290,Miguel Batista,SP,41.9,ATL,COL,1,,,2013,746,https://www.spotrac.com/redirect/player/746/
291,Brad Hawpe,RF,33.5,TEX,PIT,1,,,2013,256,https://www.spotrac.com/redirect/player/256/
292,Peter Moylan,RP,34.1,ATL,LAD,1,,,2013,30,https://www.spotrac.com/redirect/player/30/
293,Jesus Flores,C,28.2,WSH,LAD,1,,,2013,5418,https://www.spotrac.com/redirect/player/5418/
294,Kyle McClellan,RP,28.6,STL,TEX,1,,,2013,790,https://www.spotrac.com/redirect/player/790/
295,Ross Ohlendorf,RP,30.4,SD,WSH,1,,,2013,592,https://www.spotrac.com/redirect/player/592/
296,Alfredo Amezaga,CF,34.9,CHC,LAD,1,,,2013,314,https://www.spotrac.com/redirect/player/314/
297,Dontrelle Willis,SP,30.9,BAL,CHC,1,,,2013,311,https://www.spotrac.com/redirect/player/311/
298,Andrew Brown,LF,28.2,COL,NYM,1,,,2013,11610,https://www.spotrac.com/redirect/player/11610/
299,Jim Hoey,RP,29.9,TOR,MIL,1,,,2013,59,https://www.spotrac.com/redirect/player/59/
300,Dave Bush,SP,33.1,PHI,TOR,1,,,2013,486,https://www.spotrac.com/redirect/player/486/
301,Yoshinori Tateyama,RP,36.9,TEX,TEX,1,,,2013,7564,https://www.spotrac.com/redirect/player/7564/
302,Derrick Robinson,CF,25.2,KC,CIN,1,,,2013,11586,https://www.spotrac.com/redirect/player/11586/
303,Daniel Schlereth,RP,26.6,DET,BAL,1,,,2013,7386,https://www.spotrac.com/redirect/player/7386/
304,Joe Martinez,RP,29.8,ARI,CLE,1,,,2013,5358,https://www.spotrac.com/redirect/player/5358/
305,Ryan Langerhans,LF,32.8,LAA,TOR,1,,,2013,6459,https://www.spotrac.com/redirect/player/6459/
306,J.R. Towles,C,28.8,MIN,STL,1,,,2013,387,https://www.spotrac.com/redirect/player/387/
307,Luis Rodriguez,SS,32.4,SEA,LAA,1,,,2013,5347,https://www.spotrac.com/redirect/player/5347/
308,Xavier Nady,1B,34.1,SF,KC,1,,,2013,708,https://www.spotrac.com/redirect/player/708/
309,Brandon Snyder,3B,26.0,TEX,TEX,1,,,2013,7243,https://www.spotrac.com/redirect/player/7243/
310,Juan Oramas,RP,22.5,SD,SD,1,,,2013,11498,https://www.spotrac.com/redirect/player/11498/
311,Zach Phillips,RP,26.2,BAL,MIA,1,,,2013,8438,https://www.spotrac.com/redirect/player/8438/
312,Jake Brigham,RP,24.8,TEX,TEX,1,,,2013,11623,https://www.spotrac.com/redirect/player/11623/
313,Jason Bourgeois,LF,30.9,KC,TB,1,,,2013,7646,https://www.spotrac.com/redirect/player/7646/
314,Anthony Carter,RP,26.7,CHW,BOS,1,,,2013,11618,https://www.spotrac.com/redirect/player/11618/
315,Bill Bray,RP,29.4,CIN,WSH,1,,,2013,202,https://www.spotrac.com/redirect/player/202/
316,Mike Zagurski,RP,29.8,ARI,PIT,1,,,2013,658,https://www.spotrac.com/redirect/player/658/
317,Denis Phipps,LF,27.3,CIN,CIN,1,,,2013,11462,https://www.spotrac.com/redirect/player/11462/
318,Lester Oliveros,RP,24.5,MIN,MIN,1,,,2013,8538,https://www.spotrac.com/redirect/player/8538/
319,Scott Moore,3B,29.0,HOU,OAK,1,,,2013,66,https://www.spotrac.com/redirect/player/66/
320,Collin Balester,RP,26.4,DET,TEX,1,,,2013,7540,https://www.spotrac.com/redirect/player/7540/
321,Tim Byrdak,RP,39.0,NYM,NYM,1,,,2013,5255,https://www.spotrac.com/redirect/player/5255/
322,Jeff Clement,1B,29.2,PIT,MIN,1,,,2013,7482,https://www.spotrac.com/redirect/player/7482/
323,Juan Abreu,RP,27.6,TOR,LAD,1,,,2013,8683,https://www.spotrac.com/redirect/player/8683/
324,Kila Ka'aihue,1B,28.6,OAK,ARI,1,,,2013,7420,https://www.spotrac.com/redirect/player/7420/
325,J.C. Boscan,C,32.8,ATL,CHC,1,,,2013,7356,https://www.spotrac.com/redirect/player/7356/
326,Brian Bogusevic,RF,28.8,HOU,CHC,1,,,2013,7214,https://www.spotrac.com/redirect/player/7214/
327,Fernando Abad,RP,26.9,HOU,WSH,1,,,2013,7326,https://www.spotrac.com/redirect/player/7326/
328,Jose Valdez,RP,29.8,HOU,HOU,1,,,2013,11595,https://www.spotrac.com/redirect/player/11595/
329,Sergio Escalona,RP,28.2,HOU,HOU,1,,,2013,5325,https://www.spotrac.com/redirect/player/5325/
330,Justin Christian,CF,32.6,SF,STL,1,,,2013,11029,https://www.spotrac.com/redirect/player/11029/
331,Will Rhymes,2B,29.6,TB,WSH,1,,,2013,7385,https://www.spotrac.com/redirect/player/7385/
332,Steve Tolleson,SS,29.0,BAL,CHW,1,,,2013,10653,https://www.spotrac.com/redirect/player/10653/
333,Emmanuel Burriss,SS,27.8,SF,CIN,1,,,2013,5353,https://www.spotrac.com/redirect/player/5353/
334,Mike Hessman,3B,34.7,HOU,CIN,1,,,2013,11679,https://www.spotrac.com/redirect/player/11679/
335,Luke Carlin,C,31.8,CLE,LAA,1,,,2013,10662,https://www.spotrac.com/redirect/player/10662/
336,Brandon Wood,SS,27.7,COL,KC,1,,,2013,7325,https://www.spotrac.com/redirect/player/7325/
337,Rob Johnson,C,39.6,NYM,STL,1,,,2013,5366,https://www.spotrac.com/redirect/player/5366/
338,Ramon Troncoso,RP,29.7,LAD,CHW,1,,,2013,5276,https://www.spotrac.com/redirect/player/5276/
339,Bryan Anderson,C,25.8,STL,CHW,1,,,2013,8733,https://www.spotrac.com/redirect/player/8733/
340,Michael Nickeas,C,29.7,NYM,NYM,1,,,2013,7455,https://www.spotrac.com/redirect/player/7455/
341,Robinson Cano,2B,31.1,NYY,SEA,10,240000000,24000000,2014,576,https://www.spotrac.com/redirect/player/576/
342,Jacoby Ellsbury,CF,30.2,BOS,NYY,7,153000000,21857143,2014,92,https://www.spotrac.com/redirect/player/92/
343,Shin-Soo Choo,DH,31.4,CIN,TEX,7,130000000,18571429,2014,245,https://www.spotrac.com/redirect/player/245/
344,Brian McCann,C,29.8,ATL,NYY,5,85000000,17000000,2014,29,https://www.spotrac.com/redirect/player/29/
345,Curtis Granderson,LF,32.7,NYY,NYM,4,60000000,15000000,2014,5240,https://www.spotrac.com/redirect/player/5240/
346,Jhonny Peralta,3B,31.4,DET,STL,4,53000000,13250000,2014,357,https://www.spotrac.com/redirect/player/357/
347,Matt Garza,SP,30.2,TEX,MIL,4,50000000,12500000,2014,856,https://www.spotrac.com/redirect/player/856/
348,Ricky Nolasco,SP,30.9,LAD,MIN,4,49000000,12250000,2014,332,https://www.spotrac.com/redirect/player/332/
349,Carlos Beltran,DH,36.6,STL,NYY,3,45000000,15000000,2014,541,https://www.spotrac.com/redirect/player/541/
350,Mike Napoli,1B,32.1,BOS,BOS,2,32000000,16000000,2014,445,https://www.spotrac.com/redirect/player/445/
351,Jason Vargas,SP,30.8,LAA,KC,4,32000000,8000000,2014,5364,https://www.spotrac.com/redirect/player/5364/
352,Omar Infante,2B,31.9,DET,KC,4,30250000,7562500,2014,21,https://www.spotrac.com/redirect/player/21/
353,Scott Feldman,SP,30.8,BAL,HOU,3,30000000,10000000,2014,5388,https://www.spotrac.com/redirect/player/5388/
354,Carlos Ruiz,C,34.8,PHI,PHI,3,26000000,8666667,2014,652,https://www.spotrac.com/redirect/player/652/
355,Phil Hughes,RP,27.4,NYY,MIN,3,24000000,8000000,2014,585,https://www.spotrac.com/redirect/player/585/
356,Bronson Arroyo,SP,36.9,CIN,ARI,2,23500000,11750000,2014,199,https://www.spotrac.com/redirect/player/199/
357,Tim Hudson,SP,38.3,ATL,SF,2,23000000,11500000,2014,20,https://www.spotrac.com/redirect/player/20/
358,Scott Kazmir,SP,29.8,CLE,OAK,2,22000000,11000000,2014,862,https://www.spotrac.com/redirect/player/862/
359,James Loney,1B,29.6,TB,TB,3,21000000,7000000,2014,475,https://www.spotrac.com/redirect/player/475/
360,Jarrod Saltalamacchia,C,28.8,BOS,MIA,3,21000000,7000000,2014,5394,https://www.spotrac.com/redirect/player/5394/
361,Bartolo Colon,SP,40.5,OAK,NYM,2,20000000,10000000,2014,5205,https://www.spotrac.com/redirect/player/5205/
362,Joe Nathan,RP,39.0,TEX,DET,2,20000000,10000000,2014,530,https://www.spotrac.com/redirect/player/530/
363,Brian Wilson,RP,31.7,LAD,LAD,2,19000000,9500000,2014,741,https://www.spotrac.com/redirect/player/741/
364,Boone Logan,RP,29.3,NYY,COL,3,16500000,5500000,2014,6468,https://www.spotrac.com/redirect/player/6468/
365,A.J. Burnett,SP,37.1,PIT,PHI,1,16000000,16000000,2014,894,https://www.spotrac.com/redirect/player/894/
366,Hiroki Kuroda,SP,38.8,NYY,NYY,1,16000000,16000000,2014,472,https://www.spotrac.com/redirect/player/472/
367,Marlon Byrd,LF,36.2,PIT,PHI,2,16000000,8000000,2014,885,https://www.spotrac.com/redirect/player/885/
368,Joe Smith,RP,29.7,CLE,LAA,3,15750000,5250000,2014,564,https://www.spotrac.com/redirect/player/564/
369,Joaquin Benoit,RP,36.4,DET,SD,2,15500000,7750000,2014,864,https://www.spotrac.com/redirect/player/864/
370,Juan Uribe,3B,34.7,LAD,LAD,2,15000000,7500000,2014,6460,https://www.spotrac.com/redirect/player/6460/
371,Ervin Santana,SP,31.2,KC,ATL,1,14100000,14100000,2014,450,https://www.spotrac.com/redirect/player/450/
372,Fernando Rodney,RP,36.8,TB,SEA,2,14000000,7000000,2014,302,https://www.spotrac.com/redirect/player/302/
373,Javier Lopez,RP,36.3,SF,SF,3,13000000,4333333,2014,94,https://www.spotrac.com/redirect/player/94/
374,Justin Morneau,1B,32.5,PIT,COL,2,12500000,6250000,2014,529,https://www.spotrac.com/redirect/player/529/
375,David Murphy,DH,32.1,TEX,CLE,2,12000000,6000000,2014,888,https://www.spotrac.com/redirect/player/888/
376,J.P. Howell,RP,30.6,LAD,LAD,2,11250000,5625000,2014,833,https://www.spotrac.com/redirect/player/833/
377,Mike Pelfrey,RP,29.9,MIN,MIN,2,11000000,5500000,2014,557,https://www.spotrac.com/redirect/player/557/
378,Nate McLouth,LF,32.1,BAL,WSH,2,10750000,5375000,2014,703,https://www.spotrac.com/redirect/player/703/
379,Brad Ziegler,RP,34.2,ARI,ARI,2,10500000,5250000,2014,5321,https://www.spotrac.com/redirect/player/5321/
380,Stephen Drew,2B,31.2,BOS,BOS,1,10093443,10093443,2014,428,https://www.spotrac.com/redirect/player/428/
381,Rajai Davis,CF,33.1,TOR,DET,2,10000000,5000000,2014,722,https://www.spotrac.com/redirect/player/722/
382,Dan Haren,SP,33.2,WSH,LAD,1,10000000,10000000,2014,7,https://www.spotrac.com/redirect/player/7/
383,Edward Mujica,RP,29.5,STL,BOS,2,9500000,4750000,2014,5340,https://www.spotrac.com/redirect/player/5340/
384,Johan Santana,SP,34.9,NYM,BAL,1,8050000,8050000,2014,561,https://www.spotrac.com/redirect/player/561/
385,Nelson Cruz,DH,33.6,TEX,BAL,1,8000000,8000000,2014,5398,https://www.spotrac.com/redirect/player/5398/
386,Dioner Navarro,C,29.8,CHC,TOR,2,8000000,4000000,2014,858,https://www.spotrac.com/redirect/player/858/
387,Josh Johnson,SP,29.8,TOR,SD,1,8000000,8000000,2014,324,https://www.spotrac.com/redirect/player/324/
388,Garrett Jones,RF,32.4,PIT,MIA,2,7750000,3875000,2014,7484,https://www.spotrac.com/redirect/player/7484/
389,Kendrys Morales,DH,30.9,SEA,MIN,1,7540983,7540983,2014,5271,https://www.spotrac.com/redirect/player/5271/
390,Chris Young,RF,30.2,OAK,NYM,1,7250000,7250000,2014,131,https://www.spotrac.com/redirect/player/131/
391,Eric O'Flaherty,RP,28.9,ATL,OAK,2,7000000,3500000,2014,763,https://www.spotrac.com/redirect/player/763/
392,Matt Thornton,RP,37.2,BOS,NYY,2,7000000,3500000,2014,193,https://www.spotrac.com/redirect/player/193/
393,Jason Hammel,RP,31.3,BAL,CHC,1,6000000,6000000,2014,832,https://www.spotrac.com/redirect/player/832/
394,Mike Morse,LF,31.7,BAL,SF,1,6000000,6000000,2014,7548,https://www.spotrac.com/redirect/player/7548/
395,Corey Hart,RF,31.7,MIL,SEA,1,6000000,6000000,2014,499,https://www.spotrac.com/redirect/player/499/
396,Chad Qualls,RP,35.2,MIA,HOU,2,6000000,3000000,2014,123,https://www.spotrac.com/redirect/player/123/
397,Willie Bloomquist,2B,36.0,ARI,SEA,2,5800000,2900000,2014,750,https://www.spotrac.com/redirect/player/750/
398,Manny Parra,RP,31.0,CIN,CIN,2,5500000,2750000,2014,504,https://www.spotrac.com/redirect/player/504/
399,Mark Ellis,2B,36.5,LAD,STL,1,5250000,5250000,2014,615,https://www.spotrac.com/redirect/player/615/
400,Edinson Volquez,RP,30.4,LAD,PIT,1,5000000,5000000,2014,227,https://www.spotrac.com/redirect/player/227/
401,Ryan Vogelsong,SP,36.3,SF,SF,1,5000000,5000000,2014,8742,https://www.spotrac.com/redirect/player/8742/
402,Skip Schumaker,LF,33.8,LAD,CIN,2,5000000,2500000,2014,798,https://www.spotrac.com/redirect/player/798/
403,Ryan Webb,RP,27.8,MIA,BAL,2,4500000,2250000,2014,7412,https://www.spotrac.com/redirect/player/7412/
404,Jose Molina,C,38.4,TB,TB,2,4500000,2250000,2014,590,https://www.spotrac.com/redirect/player/590/
405,Oliver Perez,RP,32.5,SEA,ARI,2,4250000,2125000,2014,558,https://www.spotrac.com/redirect/player/558/
406,Bruce Chen,RP,36.6,KC,KC,1,4250000,4250000,2014,7202,https://www.spotrac.com/redirect/player/7202/
407,Scott Downs,RP,37.8,ATL,CHW,1,4000000,4000000,2014,896,https://www.spotrac.com/redirect/player/896/
408,Gavin Floyd,RP,30.8,CHW,ATL,1,4000000,4000000,2014,177,https://www.spotrac.com/redirect/player/177/
409,Jeff Baker,1B,32.6,TEX,MIA,2,3700000,1850000,2014,248,https://www.spotrac.com/redirect/player/248/
410,Eric Chavez,3B,36.0,ARI,ARI,1,3500000,3500000,2014,609,https://www.spotrac.com/redirect/player/609/
411,Rafael Furcal,SS,36.1,STL,MIA,1,3500000,3500000,2014,465,https://www.spotrac.com/redirect/player/465/
412,Francisco Rodriguez,RP,32.1,BAL,MIL,1,3250000,3250000,2014,449,https://www.spotrac.com/redirect/player/449/
413,Jesse Crain,RP,32.4,TB,HOU,1,3250000,3250000,2014,518,https://www.spotrac.com/redirect/player/518/
414,Ronald Belisario,RP,30.9,LAD,CHW,1,3000000,3000000,2014,9160,https://www.spotrac.com/redirect/player/9160/
415,Kelly Johnson,2B,31.8,TB,NYY,1,3000000,3000000,2014,23,https://www.spotrac.com/redirect/player/23/
416,Nick Punto,SS,36.0,LAD,OAK,1,3000000,3000000,2014,532,https://www.spotrac.com/redirect/player/532/
417,Kurt Suzuki,C,30.2,OAK,MIN,1,2750000,2750000,2014,626,https://www.spotrac.com/redirect/player/626/
418,Raul Ibanez,DH,41.5,SEA,LAA,1,2750000,2750000,2014,757,https://www.spotrac.com/redirect/player/757/
419,Andrew Bailey,RP,29.7,BOS,NYY,1,2500000,2500000,2014,5314,https://www.spotrac.com/redirect/player/5314/
420,Joba Chamberlain,RP,28.2,NYY,DET,1,2500000,2500000,2014,577,https://www.spotrac.com/redirect/player/577/
421,Paul Konerko,1B,37.7,CHW,CHW,1,2500000,2500000,2014,180,https://www.spotrac.com/redirect/player/180/
422,Matt Albers,RP,30.8,CLE,HOU,1,2450000,2450000,2014,44,https://www.spotrac.com/redirect/player/44/
423,Brayan Pena,C,31.8,DET,CIN,2,2275000,1137500,2014,7424,https://www.spotrac.com/redirect/player/7424/
424,Chris Capuano,RP,35.5,LAD,BOS,1,2250000,2250000,2014,489,https://www.spotrac.com/redirect/player/489/
425,LaTroy Hawkins,RP,40.8,NYM,COL,1,2250000,2250000,2014,583,https://www.spotrac.com/redirect/player/583/
426,Jerome Williams,RP,32.2,LAA,HOU,1,2100000,2100000,2014,8549,https://www.spotrac.com/redirect/player/8549/
427,Mark Reynolds,3B,30.4,NYY,MIL,1,2000000,2000000,2014,124,https://www.spotrac.com/redirect/player/124/
428,Jason Kubel,LF,31.5,CLE,MIN,1,2000000,2000000,2014,525,https://www.spotrac.com/redirect/player/525/
429,Colby Lewis,SP,34.2,TEX,TEX,1,2000000,2000000,2014,6464,https://www.spotrac.com/redirect/player/6464/
430,Jamey Wright,RP,38.9,TB,LAD,1,1800000,1800000,2014,875,https://www.spotrac.com/redirect/player/875/
431,J.P. Arencibia,1B,27.9,TOR,TEX,1,1800000,1800000,2014,7346,https://www.spotrac.com/redirect/player/7346/
432,Felipe Paulino,SP,30.2,KC,CHW,1,1750000,1750000,2014,381,https://www.spotrac.com/redirect/player/381/
433,Joe Saunders,SP,32.6,SEA,TEX,1,1500000,1500000,2014,451,https://www.spotrac.com/redirect/player/451/
434,Mike Gonzalez,RP,35.8,MIL,WSH,1,1500000,1500000,2014,18,https://www.spotrac.com/redirect/player/18/
435,Paul Maholm,RP,31.6,ATL,LAD,1,1500000,1500000,2014,701,https://www.spotrac.com/redirect/player/701/
436,Daisuke Matsuzaka,SP,33.3,NYM,NYM,1,1500000,1500000,2014,97,https://www.spotrac.com/redirect/player/97/
437,Lyle Overbay,1B,36.9,NYY,MIL,1,1500000,1500000,2014,911,https://www.spotrac.com/redirect/player/911/
438,John Lannan,RP,29.2,PHI,NYM,1,1500000,1500000,2014,926,https://www.spotrac.com/redirect/player/926/
439,Juan Carlos Oviedo,RP,31.7,TB,TB,1,1500000,1500000,2014,416,https://www.spotrac.com/redirect/player/416/
440,Wesley Wright,RP,28.8,TB,CHC,1,1425000,1425000,2014,392,https://www.spotrac.com/redirect/player/392/
441,Kevin Gregg,RP,35.9,CHC,MIA,1,1286387,1286387,2014,320,https://www.spotrac.com/redirect/player/320/
442,Carlos Marmol,RP,31.2,LAD,MIA,1,1250000,1250000,2014,151,https://www.spotrac.com/redirect/player/151/
443,Freddy Garcia,SP,37.2,ATL,ATL,1,1250000,1250000,2014,7461,https://www.spotrac.com/redirect/player/7461/
444,Chien-Ming Wang,RP,33.7,TOR,CIN,1,1250000,1250000,2014,599,https://www.spotrac.com/redirect/player/599/
445,Alfredo Aceves,RP,32.1,BOS,BAL,1,1200000,1200000,2014,5303,https://www.spotrac.com/redirect/player/5303/
446,Erik Bedard,SP,34.9,HOU,TB,1,1150000,1150000,2014,747,https://www.spotrac.com/redirect/player/747/
447,Wil Nieves,C,36.2,ARI,PHI,1,1125000,1125000,2014,5414,https://www.spotrac.com/redirect/player/5414/
448,Ramon Santiago,2B,34.3,DET,CIN,1,1100000,1100000,2014,305,https://www.spotrac.com/redirect/player/305/
449,Randy Wolf,SP,37.7,SEA,NYM,1,1000000,1000000,2014,688,https://www.spotrac.com/redirect/player/688/
450,Joel Hanrahan,RP,32.5,BOS,DET,1,1000000,1000000,2014,924,https://www.spotrac.com/redirect/player/924/
451,Tyler Colvin,RP,28.4,COL,SF,1,1000000,1000000,2014,7266,https://www.spotrac.com/redirect/player/7266/
452,Aaron Harang,SP,35.8,NYM,CLE,1,1000000,1000000,2014,216,https://www.spotrac.com/redirect/player/216/
453,Jose Valverde,RP,35.8,DET,NYM,1,1000000,1000000,2014,388,https://www.spotrac.com/redirect/player/388/
454,Luis Ayala,RP,36.0,ATL,WSH,1,1000000,1000000,2014,920,https://www.spotrac.com/redirect/player/920/
455,Pat Neshek,RP,33.4,OAK,STL,1,1000000,1000000,2014,531,https://www.spotrac.com/redirect/player/531/
456,Justin Turner,3B,29.2,NYM,LAD,1,1000000,1000000,2014,8649,https://www.spotrac.com/redirect/player/8649/
457,Reed Johnson,LF,37.1,ATL,MIA,1,1000000,1000000,2014,5201,https://www.spotrac.com/redirect/player/5201/
458,Matt Guerrier,RP,35.4,CHC,MIN,1,1000000,1000000,2014,522,https://www.spotrac.com/redirect/player/522/
459,Scott Baker,SP,32.3,CHC,SEA,1,1000000,1000000,2014,514,https://www.spotrac.com/redirect/player/514/
460,Carlos Pena,1B,35.7,KC,LAA,1,1000000,1000000,2014,848,https://www.spotrac.com/redirect/player/848/
461,Jose Mijares,RP,29.2,SF,BOS,1,1000000,1000000,2014,5290,https://www.spotrac.com/redirect/player/5290/
462,Delmon Young,LF,28.2,TB,BAL,1,1000000,1000000,2014,538,https://www.spotrac.com/redirect/player/538/
463,Franklin Gutierrez,CF,30.8,SEA,SEA,1,1000000,1000000,2014,347,https://www.spotrac.com/redirect/player/347/
464,Shaun Marcum,SP,32.0,NYM,CLE,1,1000000,1000000,2014,900,https://www.spotrac.com/redirect/player/900/
465,Yorbit Torrealba,C,35.5,COL,LAA,1,950000,950000,2014,276,https://www.spotrac.com/redirect/player/276/
466,Elliot Johnson,2B,29.8,ATL,CLE,1,930000,930000,2014,846,https://www.spotrac.com/redirect/player/846/
467,Jeff Francoeur,LF,30.2,CLE,SD,1,925000,925000,2014,16,https://www.spotrac.com/redirect/player/16/
468,Kevin Frandsen,3B,31.8,PHI,WSH,1,900000,900000,2014,724,https://www.spotrac.com/redirect/player/724/
469,Chone Figgins,3B,36.0,MIA,LAD,1,900000,900000,2014,434,https://www.spotrac.com/redirect/player/434/
